d/t, 0.2m, 0.2025m, 0.205m, 0.2075m, 0.21m, 0.2125m, 0.215m, 0.2175m, 0.22m, 0.2225m, 0.225m, 0.2275m, 0.23m, 0.2325m, 0.235m, 0.2375m, 0.24m, 0.2425m, 0.245m, 0.2475m, 0.25m, 0.2525m, 0.255m, 0.2575m, 0.26m, 0.2625m, 0.265m, 0.2675m, 0.27m, 0.2725m, 0.275m, 0.2775m, 0.28m, 0.2825m, 0.285m, 0.2875m, 0.29m, 0.2925m, 0.295m, 0.2975m, 0.3m, 0.3025m, 0.305m, 0.3075m, 0.31m, 0.3125m, 0.315m, 0.3175m, 0.32m, 0.3225m, 0.325m, 0.3275m, 0.33m, 0.3325m, 0.335m, 0.3375m, 0.34m, 0.3425m, 0.345m, 0.3475m, 0.35m, 0.3525m, 0.355m, 0.3575m, 0.36m, 0.3625m, 0.365m, 0.3675m, 0.37m, 0.3725m, 0.375m, 0.3775m, 0.38m, 0.3825m, 0.385m, 0.3875m, 0.39m, 0.3925m, 0.395m, 0.3975m, 0.4m, 0.4025m, 0.405m, 0.4075m, 0.41m, 0.4125m, 0.415m, 0.4175m, 0.42m, 0.4225m, 0.425m, 0.4275m, 0.43m, 0.4325m, 0.435m, 0.4375m, 0.44m, 0.4425m, 0.445m, 0.4475m, 0.45m, 0.4525m, 0.455m, 0.4575m, 0.46m, 0.4625m, 0.465m, 0.4675m, 0.47m, 0.4725m, 0.475m, 0.4775m, 0.48m, 0.4825m, 0.485m, 0.4875m, 0.49m, 0.4925m, 0.495m, 0.4975m, 0.5m, 0.5025m, 0.505m, 0.5075m, 0.51m, 0.5125m, 0.515m, 0.5175m, 0.52m, 0.5225m, 0.525m, 0.5275m, 0.53m, 0.5325m, 0.535m, 0.5375m, 0.54m, 0.5425m, 0.545m, 0.5475m, 0.55m, 0.5525m, 0.555m, 0.5575m, 0.56m, 0.5625m, 0.565m, 0.5675m, 0.57m, 0.5725m, 0.575m, 0.5775m, 0.58m, 0.5825m, 0.585m, 0.5875m, 0.59m, 0.5925m, 0.595m, 0.5975m, 0.6m, 0.6025m, 0.605m, 0.6075m, 0.61m, 0.6125m, 0.615m, 0.6175m, 0.62m, 0.6225m, 0.625m, 0.6275m, 0.63m, 0.6325m, 0.635m, 0.6375m, 0.64m, 0.6425m, 0.645m, 0.6475m
11, 381.0643, 327.0291, 342.539, 207.4247, 330.607, 209.1244, 135.8823, 167.9673, 105.8915, 217.0829, 111.018, 63.0635, 85.9069, 120.204, 208.3387, 139.431, 121.7539, 60.1415, 34.8855, 153.701, 161.059, 148.3678, 209.2964, 136.5613, 93.9149, 185.3483, 34.0588, 157.2578, 132.5028, 248.0323, 132.2309, 201.2064, 116.8674, 144.0278, 96.0833, 177.2287, 138.058, 204.3844, 58.8982, 87.0976, 161.8394, 197.6487, 71.1969, 80.2621, 52.6118, 135.2036, 127.6401, 128.8449, 124.7397, 91.214, 23.7697, 87.8635, 157.0032, 24.3311, 109.4166, 100.2247, 203.9068, 124.1974, 44.5533, 129.8075, 116.6919, 54.3783, 151.2415, 67.72, 87.2812, 47.3814, 97.4166, 107.3546, 119.0042, 81.1542, 124.7237, 161.0745, 160.3777, 58.0, 75.1332, 39.0128, 92.5905, 27.8568, 109.165, 127.1417, 167.1077, 138.4088, 100.8415, 196.9568, 50.2096, 129.769, 40.3113, 64.4127, 129.3136, 34.7131, 94.4034, 89.2861, 161.6972, 103.3925, 115.5206, 59.9083, 118.461, 116.9273, 77.2787, 117.2732, 141.7674, 43.566, 84.2021, 32.7567, 19.0, 92.3959, 63.5059, 133.6899, 103.0049, 135.0741, 70.6824, 45.3431, 39.0512, 56.4358, 51.4782, 86.267, 80.399, 47.5395, 56.0446, 55.4437, 29.0689, 116.4989, 101.2571, 60.6053, 72.9178, 37.1618, 96.5091, 54.4518, 128.7633, 63.6003, 38.833, 84.8116, 12.0416, 108.6002, 68.6222, 53.1507, 96.6644, 1.0, 101.0445, 64.4127, 56.0357, 76.4788, 61.131, 62.1289, 54.1479, 29.1548, 124.4869, 109.0367, 127.4049, 16.1245, 109.5536, 23.0, 32.0156, 90.802, 101.1385, 98.9545, 99.1262, 117.9534, 39.0, 70.2282, 125.3236, 39.8246, 49.98, 71.1126, 93.4933, 61.4654, 63.2851, 113.3578, 56.4358, 10.8167, 126.4002, 155.129, 68.1175, 100.4988, 82.7647, 22.3607, 29.0, 90.4268, 57.4891, 72.4224
12, 418.1447, 320.732, 355.6585, 224.9556, 281.4001, 144.9966, 103.7882, 182.4774, 186.4886, 167.335, 269.7647, 161.966, 4.0, 137.8768, 134.0037, 135.4843, 82.7103, 190.5072, 155.2417, 93.5094, 145.1654, 144.9966, 89.0225, 214.7207, 118.1059, 263.5773, 181.4304, 156.5248, 157.8924, 176.7767, 119.8833, 144.3676, 113.5341, 213.6937, 125.3994, 167.1466, 40.3113, 153.3101, 156.8184, 99.0858, 261.6047, 158.4172, 79.2023, 146.8605, 143.5618, 139.0144, 210.345, 110.4943, 131.6435, 114.9826, 82.0366, 135.2072, 206.0388, 104.4031, 121.1652, 191.1282, 198.4565, 48.7032, 162.6346, 78.2624, 196.0102, 34.0, 186.6012, 170.3203, 131.042, 200.8183, 111.0405, 58.2495, 160.178, 93.6216, 75.2928, 116.0172, 182.1757, 109.165, 169.8529, 89.627, 131.4724, 144.2221, 75.1332, 90.7855, 141.8732, 115.2606, 32.0624, 24.1868, 98.3107, 134.5251, 101.9657, 48.5489, 133.66, 122.5887, 78.848, 119.8833, 121.2023, 93.5575, 75.2928, 109.7725, 44.6542, 69.5701, 73.1642, 73.9797, 71.0, 116.056, 24.3516, 80.4114, 161.2762, 99.4636, 95.6922, 44.2041, 56.0357, 52.7731, 98.0459, 103.846, 58.3095, 89.0225, 41.0122, 66.7083, 10.4403, 70.7743, 123.8467, 61.6117, 72.0069, 41.4005, 56.0357, 129.0659, 39.2046, 67.3573, 128.8759, 17.0, 36.6742, 88.5268, 125.5906, 65.521, 74.2428, 68.0074, 15.6205, 83.6301, 28.6531, 85.1469, 27.0, 151.4265, 86.4002, 40.3113, 47.0744, 47.1699, 35.8469, 117.3882, 55.7136, 77.2787, 31.4006, 91.7878, 112.2943, 55.9017, 81.0247, 142.72, 62.6259, 55.0091, 49.6488, 153.0523, 63.3482, 75.0733, 81.0062, 52.3259, 95.7549, 88.5268, 107.3546, 99.7246, 70.9366, 25.318, 86.3481, 37.4433, 111.5213, 65.0308, 116.8118, 74.686, 49.7393, 137.4809, 107.1168, 190.0105, 76.243, 132.5179
13, 395.9116, 243.329, 343.0875, 310.8714, 166.7393, 301.4797, 208.4035, 87.3212, 243.7047, 32.6497, 110.6029, 195.1256, 171.4001, 135.0037, 79.6492, 92.4175, 210.238, 95.4411, 110.2905, 246.4731, 128.2809, 162.0278, 228.7051, 194.6587, 140.6023, 161.1862, 186.9465, 179.0447, 119.7748, 77.666, 207.8894, 244.3809, 182.8223, 62.7694, 175.3283, 132.1855, 160.6269, 99.2824, 121.5648, 150.2964, 120.6151, 235.7647, 138.6001, 152.8398, 151.6344, 144.9586, 69.0072, 249.0984, 112.2542, 158.3982, 169.9559, 203.2732, 199.8499, 125.1599, 138.0326, 98.737, 119.2309, 154.7385, 35.7351, 70.0357, 120.5529, 144.6686, 159.8906, 137.1787, 204.4358, 3.0, 46.8722, 133.66, 140.5276, 77.1038, 112.7918, 60.5392, 122.8007, 130.8167, 66.7533, 112.5389, 67.3647, 95.1893, 63.9531, 151.1985, 95.2733, 168.6565, 128.7012, 71.0211, 74.9533, 121.0372, 156.8949, 165.7377, 93.2631, 140.9291, 103.7882, 28.8444, 77.8203, 46.6154, 48.2701, 85.703, 160.5148, 55.4707, 58.0345, 78.3135, 105.0952, 127.8163, 140.9113, 96.8762, 105.119, 77.3886, 17.2627, 115.9353, 38.6264, 55.2178, 92.1303, 37.6431, 100.4042, 14.5602, 131.7953, 57.6888, 38.6264, 46.0435, 77.1038, 102.0049, 48.9183, 89.2749, 6.3246, 79.1202, 92.1954, 12.8062, 47.634, 92.6607, 28.0179, 107.4477, 83.5464, 106.8925, 47.8017, 122.8739, 118.0042, 52.6308, 26.1725, 51.0098, 73.3553, 23.0, 88.0227, 99.7246, 118.0042, 56.4004, 72.0069, 88.5889, 59.0339, 88.7525, 113.6002, 125.4193, 116.297, 110.0636, 118.7013, 91.7061, 60.0, 122.6418, 19.2354, 123.5557, 50.01, 29.6816, 28.2843, 38.833, 52.0865, 72.5603, 89.8888, 139.2157, 95.8175, 118.423, 89.7385, 98.4784, 94.7259, 23.0217, 93.0054, 104.1393, 14.2127, 50.3587, 10.4403, 41.3038, 53.2353, 47.0106
14, 513.3313, 351.6476, 281.9025, 316.3195, 242.3964, 229.9935, 208.6552, 186.0242, 131.2174, 90.7083, 251.2409, 119.2686, 181.8928, 38.0, 167.9047, 185.2836, 164.1463, 104.8094, 203.578, 153.8376, 219.5723, 171.9651, 93.4933, 158.1455, 176.4001, 104.4797, 127.914, 100.6032, 148.0, 167.863, 180.2776, 112.1606, 123.13, 120.7021, 141.7392, 190.704, 189.1904, 164.3472, 147.2005, 206.9299, 122.0656, 159.38, 117.2007, 226.1084, 156.8184, 162.2621, 149.0503, 82.201, 138.2317, 145.3444, 124.3262, 170.0029, 133.8096, 116.0, 113.7453, 67.6831, 213.9018, 29.9666, 137.4118, 158.3824, 78.1025, 117.9237, 167.0928, 100.6479, 26.0768, 123.2599, 163.2483, 118.7139, 130.4952, 131.244, 76.5506, 55.1453, 132.2309, 146.4138, 58.4209, 163.1931, 96.2601, 179.6274, 121.758, 119.8666, 107.8378, 179.4018, 14.0357, 68.469, 89.5377, 57.0, 93.3809, 64.7765, 106.7333, 122.4827, 107.1868, 51.0392, 143.5897, 175.4138, 123.5557, 132.2309, 97.0824, 68.3081, 35.4683, 85.5102, 60.7454, 30.8707, 75.4718, 60.8769, 75.0733, 75.9605, 75.0067, 122.5398, 83.006, 66.8506, 6.4031, 92.0489, 59.203, 8.0, 75.4321, 70.4557, 122.1556, 121.5648, 61.8142, 97.6166, 139.0324, 36.2215, 54.3783, 56.3028, 40.7185, 117.6435, 157.0127, 51.2445, 15.0, 76.6616, 111.8258, 36.0555, 84.22, 95.0474, 43.7379, 114.1096, 42.8019, 59.203, 92.1141, 134.1343, 58.3095, 125.5388, 76.4853, 45.31, 101.2373, 95.7079, 97.2522, 122.0, 120.7684, 73.5391, 96.0052, 95.0, 39.0128, 169.6644, 117.5457, 84.5281, 151.1622, 72.3671, 64.2806, 171.7469, 155.2836, 115.2128, 89.4036, 102.8397, 20.8087, 68.2642, 88.7694, 127.3185, 91.6788, 77.1751, 44.7214, 62.1289, 52.3546, 11.1803, 68.6003, 20.5183, 55.1453, 51.2445, 58.0345, 114.9348
15, 428.5884, 353.3624, 411.3891, 231.7693, 316.7649, 82.3468, 182.2581, 122.4827, 130.679, 120.8801, 138.7408, 130.8167, 152.0691, 91.214, 85.6154, 167.5291, 194.4274, 124.3262, 177.6542, 160.9099, 201.9926, 182.1483, 123.6285, 88.1192, 75.6439, 74.3034, 153.2351, 91.0659, 174.3932, 93.0215, 118.8486, 139.0863, 139.2839, 193.5459, 154.8451, 145.664, 192.2628, 220.9661, 126.9055, 147.5127, 125.7179, 211.6318, 124.7758, 84.0536, 161.059, 145.4991, 174.2326, 117.686, 170.0735, 130.0038, 180.9365, 56.4358, 115.0391, 143.1258, 224.9644, 112.8007, 56.3028, 127.3892, 203.4429, 141.7392, 82.9699, 155.6181, 15.1327, 100.6578, 91.9837, 40.0125, 121.1652, 104.7091, 121.8524, 89.6939, 33.9559, 77.3886, 164.6845, 89.4427, 77.1038, 93.2309, 68.0074, 102.4597, 165.0757, 208.7343, 96.5194, 69.9714, 135.3514, 127.5343, 165.3028, 178.3536, 93.6803, 97.1288, 131.3811, 141.0035, 87.5557, 144.7791, 37.6962, 25.0599, 99.8599, 133.6451, 88.3233, 68.6003, 102.8834, 110.0, 55.6597, 136.8832, 103.6195, 90.0, 65.0, 72.8011, 103.7882, 98.6154, 33.5261, 75.06, 75.7166, 121.8236, 65.1153, 106.1744, 35.4401, 24.3516, 12.2066, 73.6817, 70.214, 120.5404, 82.2192, 75.8024, 19.4165, 92.4392, 95.8175, 117.3243, 48.5077, 86.209, 37.3363, 89.8888, 50.1199, 40.2616, 5.3852, 25.0799, 70.6824, 114.2804, 83.6002, 72.0139, 47.8853, 62.3618, 91.2414, 115.3126, 60.2993, 52.8394, 131.2098, 20.0998, 53.1601, 146.4923, 129.2478, 68.469, 141.6616, 134.7924, 45.0, 88.0568, 136.1249, 82.0, 98.3514, 91.9348, 36.1248, 134.1119, 117.8007, 69.5845, 84.0595, 136.2424, 50.2494, 43.0116, 46.0109, 93.2363, 125.2517, 77.8203, 67.624, 55.5698, 106.4049, 52.9528, 55.5428, 33.1059, 8.0, 39.1152, 51.2445, 114.1622
16, 419.981, 357.5933, 248.9418, 249.0883, 234.2328, 199.0226, 64.8151, 189.1692, 138.6218, 109.0413, 218.3438, 129.4488, 88.6002, 110.4536, 107.2986, 162.1111, 148.6271, 107.5407, 108.9082, 117.0043, 102.9563, 120.075, 116.1034, 154.8289, 124.4026, 148.8624, 171.0263, 34.176, 154.538, 182.8579, 137.0, 206.7365, 138.7984, 135.0926, 93.8136, 128.316, 155.631, 69.029, 218.9612, 142.3376, 124.4548, 185.6071, 139.1761, 156.4001, 26.3059, 131.7118, 81.0247, 150.1632, 146.1848, 170.9883, 67.9412, 94.1541, 71.5542, 58.0, 117.1367, 41.7852, 222.991, 100.6032, 122.7029, 108.4666, 125.6025, 172.7426, 128.5768, 75.0067, 124.0161, 58.9406, 89.6437, 54.6443, 96.1665, 72.111, 156.0513, 159.2263, 73.6003, 154.1752, 125.2837, 39.3192, 156.3714, 131.0343, 78.2943, 92.358, 101.2423, 133.3304, 98.4886, 61.0, 164.5752, 129.3136, 165.3663, 152.0691, 10.198, 128.2225, 35.0571, 96.5401, 37.1214, 96.7729, 118.2286, 169.8588, 181.3202, 18.4391, 95.1262, 32.6497, 107.7868, 83.4865, 61.7171, 80.1561, 106.2544, 29.4109, 113.0531, 164.3472, 129.2942, 26.6271, 51.8845, 102.2008, 81.1542, 61.2209, 35.4683, 67.9117, 34.176, 53.535, 49.0408, 50.1597, 118.2286, 84.0952, 112.0045, 75.6439, 36.0555, 38.0789, 81.0247, 25.632, 34.1321, 60.9262, 39.6989, 88.8369, 79.0759, 76.0592, 137.2006, 72.9452, 47.0106, 50.0899, 54.037, 106.5692, 115.2779, 51.8556, 139.5887, 17.4642, 110.6345, 150.9603, 156.285, 107.4151, 106.4707, 81.3019, 88.5438, 83.5225, 63.1348, 80.4114, 123.7619, 72.45, 103.8171, 154.2368, 152.1217, 82.9699, 159.7905, 96.1769, 56.6127, 55.109, 50.2494, 88.0, 93.8136, 103.9663, 188.0877, 63.0714, 68.2495, 69.0, 118.461, 41.1096, 64.6607, 31.0644, 16.1555, 116.8418, 45.1774, 112.4011
17, 350.4083, 369.4388, 243.1995, 311.8782, 248.3647, 206.9299, 107.9676, 207.1835, 147.0544, 112.2943, 169.0, 95.8541, 168.3241, 92.0272, 166.012, 111.5078, 148.4082, 207.5307, 141.598, 187.2432, 158.7955, 118.7139, 117.516, 175.6502, 237.0338, 114.1578, 132.4009, 253.1265, 89.9889, 186.2525, 140.2177, 164.6481, 179.3544, 117.6435, 133.7647, 151.8453, 153.4047, 116.0, 103.7738, 84.4038, 257.4218, 141.1559, 175.5677, 120.3703, 198.0404, 74.3303, 70.8802, 89.2693, 189.2644, 195.1256, 113.842, 115.6244, 204.267, 141.4956, 88.5664, 83.8153, 175.8664, 116.9273, 56.9386, 41.4367, 71.6938, 113.7585, 134.8332, 154.2628, 77.7946, 108.4666, 49.2443, 135.0, 91.7061, 174.1407, 162.5608, 124.5793, 117.6138, 101.9804, 50.2494, 151.8453, 13.6015, 178.059, 120.9504, 82.8553, 103.0922, 122.1966, 196.6977, 131.5181, 57.4891, 47.1699, 3.0, 166.3731, 184.5644, 154.5574, 111.3643, 128.4718, 141.2268, 42.1545, 18.4391, 48.7955, 115.9741, 157.8765, 98.1275, 237.1181, 140.0143, 105.119, 29.7321, 35.0143, 140.4635, 58.6941, 70.214, 87.0, 83.9345, 39.0, 155.6824, 57.4891, 87.8635, 112.9248, 126.9094, 100.1699, 59.203, 41.3401, 98.1275, 121.6717, 47.4342, 98.0306, 37.0135, 75.4321, 52.8394, 113.5694, 125.3994, 34.4384, 51.1957, 79.1581, 93.0484, 102.1812, 94.8947, 88.0, 24.5153, 42.4382, 151.4893, 63.0635, 63.0714, 82.0, 116.1077, 60.531, 12.8062, 62.6498, 85.6037, 123.4909, 76.5376, 96.6902, 44.2719, 62.2013, 86.764, 74.6324, 114.5469, 94.7945, 54.8179, 32.249, 107.7033, 89.8109, 121.0, 38.5876, 117.1537, 74.4648, 148.3947, 137.8768, 123.9758, 74.0608, 108.1665, 51.3517, 83.0542, 68.0661, 75.1532, 97.1236, 96.4624, 86.0233, 50.448, 22.8254, 86.1452, 78.7718, 82.0792, 138.7984
18, 533.0338, 378.6093, 323.2089, 272.472, 273.9416, 237.9517, 187.1069, 127.0157, 224.8044, 117.9915, 184.716, 101.6366, 60.531, 224.9, 191.4602, 110.7655, 147.411, 170.0176, 95.0474, 101.0198, 216.2799, 80.7775, 125.9365, 54.2033, 189.9921, 177.9916, 132.9248, 160.4151, 141.2303, 266.897, 157.6325, 120.1541, 123.6649, 195.0718, 206.1892, 188.0665, 181.4084, 80.0, 58.6686, 187.5233, 143.8367, 125.706, 96.1509, 144.2012, 134.7331, 146.2395, 136.6236, 70.7248, 76.1052, 98.4937, 138.9748, 54.3323, 123.0691, 163.6704, 103.8123, 157.28, 38.8973, 90.4268, 143.8402, 131.6093, 114.1271, 129.2014, 148.3139, 150.3762, 61.2699, 143.8402, 207.9639, 123.8588, 157.6483, 78.339, 139.2911, 110.0727, 139.0324, 159.0031, 89.627, 72.9452, 56.7274, 58.1378, 149.683, 129.2478, 135.1481, 182.387, 21.8403, 74.6726, 133.094, 164.125, 137.8441, 148.7078, 76.8505, 116.2755, 38.0, 82.0366, 132.246, 82.4621, 4.0, 67.897, 157.0032, 37.7359, 131.0343, 109.0183, 86.6833, 116.0, 84.309, 96.8969, 66.4831, 65.2993, 65.307, 40.3113, 22.561, 77.1557, 64.0312, 47.7598, 44.2041, 62.6498, 122.3806, 37.0, 47.8853, 121.2642, 65.192, 115.5509, 57.9741, 138.0507, 29.7321, 75.6108, 123.7619, 34.2053, 121.4907, 65.5134, 82.4621, 118.6086, 75.0267, 67.4166, 38.0132, 123.5557, 62.3939, 86.3713, 65.2993, 105.8489, 50.6952, 28.6531, 61.0983, 56.6127, 95.0158, 39.0128, 135.8308, 91.1373, 44.2719, 79.0253, 49.679, 97.1854, 27.8927, 97.0824, 83.1925, 54.3783, 133.9888, 52.4786, 106.3203, 140.5133, 137.6408, 77.1622, 136.6199, 50.1597, 67.7422, 24.0832, 59.6657, 83.5225, 65.0308, 13.6015, 79.0, 106.4002, 95.6033, 43.2782, 72.0069, 39.6611, 96.2133, 33.8378, 81.8841, 74.2765, 42.72, 48.0208
19, 530.0434, 408.0784, 290.2688, 322.1444, 288.1406, 240.0333, 149.0537, 216.474, 185.3267, 145.7738, 142.0774, 134.6291, 142.4149, 130.292, 31.9061, 123.7619, 142.3938, 62.9682, 166.2438, 111.0405, 134.0037, 53.2635, 185.8736, 156.0288, 135.6245, 103.2473, 137.5682, 144.1007, 76.243, 218.0092, 76.9415, 149.4021, 192.0339, 147.1394, 28.8444, 98.732, 52.0384, 139.9893, 133.2554, 145.561, 154.9355, 37.2156, 123.065, 150.2831, 88.8651, 65.192, 129.1898, 102.0441, 4.0, 67.8012, 78.2624, 135.1333, 130.9427, 171.2921, 111.4002, 180.1888, 176.3434, 174.9571, 193.8711, 75.6439, 96.2081, 127.1928, 40.4969, 218.5521, 130.4952, 118.2709, 114.4945, 168.8076, 111.7721, 154.0552, 101.671, 118.33, 178.3059, 110.8873, 29.4279, 114.0175, 17.6918, 184.0543, 48.7545, 50.4876, 199.2511, 140.7302, 28.4253, 183.4394, 51.0, 110.982, 34.1321, 183.3821, 127.3931, 120.3412, 117.4777, 82.0244, 44.6878, 99.7647, 113.5958, 147.5127, 86.0058, 108.9082, 112.45, 102.1225, 95.2733, 125.2557, 149.7231, 45.607, 89.0056, 70.9366, 118.5327, 65.3758, 66.5733, 11.0454, 145.0862, 78.8923, 126.2537, 93.0, 72.8011, 48.5077, 143.534, 20.6155, 55.2178, 53.1601, 18.0278, 79.3977, 62.1691, 17.2627, 49.3356, 34.4819, 87.2353, 24.1868, 90.471, 26.0, 42.5206, 69.9714, 45.2769, 85.0, 58.0775, 26.4197, 116.5161, 91.2853, 27.8029, 124.1692, 188.7432, 76.1183, 129.5299, 100.7671, 52.345, 50.448, 130.384, 72.8354, 109.1146, 45.607, 83.2166, 43.9318, 52.2015, 115.434, 102.0784, 193.5975, 119.2812, 39.8246, 93.3006, 67.0522, 89.8888, 91.5478, 26.9072, 48.8365, 139.8642, 129.2826, 27.1662, 132.0038, 88.459, 160.2061, 90.1388, 33.6155, 41.0488, 126.2696, 53.0377, 78.5175, 97.0824, 141.0603, 47.8017, 38.4838
20, 397.555, 283.9859, 329.3038, 357.2394, 224.1004, 193.4942, 173.6663, 133.8096, 130.9236, 118.7139, 126.6491, 132.5632, 132.4424, 172.4674, 254.1535, 209.8809, 156.0801, 64.2028, 195.4329, 134.0149, 172.3079, 166.5953, 211.0095, 191.4262, 139.8177, 162.0031, 82.134, 157.2927, 221.009, 118.3427, 161.0124, 109.1238, 193.8066, 174.1838, 192.3382, 139.1187, 179.3544, 97.8366, 111.072, 154.3049, 200.9428, 84.9706, 116.1077, 115.0043, 112.6055, 175.2056, 110.3857, 161.2265, 9.4868, 70.9366, 159.6653, 191.2616, 92.4446, 129.4952, 51.5461, 139.832, 36.2491, 80.9938, 169.5406, 187.2592, 107.042, 33.0606, 160.5522, 78.3135, 215.4066, 63.2456, 76.3217, 35.3553, 51.7397, 118.0042, 66.0379, 56.8243, 116.9658, 55.2268, 153.8441, 84.6463, 104.8094, 96.1769, 123.9677, 117.9237, 42.0476, 119.6035, 103.407, 199.6196, 158.155, 145.1654, 72.111, 58.2495, 82.7647, 95.9635, 122.1843, 165.7046, 75.7694, 53.3385, 93.1075, 136.7808, 120.4201, 84.9058, 106.3814, 169.331, 126.0516, 163.2176, 87.6926, 134.1343, 101.9117, 139.671, 146.154, 205.273, 16.0, 173.0, 158.6726, 112.3788, 110.9099, 67.2309, 34.0588, 28.1603, 100.7174, 69.6348, 107.042, 62.6259, 54.9181, 111.1261, 53.8145, 73.0068, 87.5557, 41.1096, 59.6825, 18.0278, 33.541, 78.0, 87.2009, 57.5587, 44.1022, 3.1623, 47.5184, 36.7696, 102.9563, 44.0454, 60.0083, 62.9682, 41.0122, 108.2266, 13.0384, 50.1199, 130.5527, 83.1925, 83.8153, 94.921, 21.9317, 87.0, 43.0116, 62.1289, 18.1108, 36.8782, 93.8616, 101.5135, 56.0803, 57.2451, 57.2189, 78.5175, 67.082, 45.1885, 51.264, 61.2944, 45.3982, 105.8489, 68.1175, 62.9682, 169.9206, 30.3645, 74.9466, 22.8254, 139.0575, 73.9256, 107.0747, 62.6259, 85.0941, 85.3756, 57.7235, 98.732
1, 322.8885, 406.2733, 383.8815, 225.9425, 220.0091, 131.746, 163.233, 197.5677, 141.6616, 202.1806, 115.9741, 221.382, 142.2252, 174.1407, 198.4263, 119.2183, 139.9464, 41.1096, 170.4699, 138.7516, 147.7633, 161.4466, 184.3285, 192.72, 135.2997, 89.4986, 77.3369, 186.561, 125.2398, 174.3474, 176.4653, 162.2652, 168.5764, 75.2861, 106.4049, 100.2447, 178.2807, 171.3534, 130.1768, 33.7343, 222.2724, 177.1243, 104.3072, 192.0234, 154.9355, 98.5089, 127.5617, 163.6001, 143.2236, 132.246, 182.628, 44.1475, 178.2807, 171.9913, 105.8017, 134.5362, 155.6824, 150.5722, 170.0265, 89.8109, 116.211, 77.666, 159.6621, 63.1981, 179.8472, 116.7776, 92.7793, 111.5437, 66.2118, 44.7772, 138.7083, 153.701, 120.0708, 137.9021, 149.6262, 38.2753, 80.9197, 117.047, 206.9324, 124.3101, 87.6641, 157.0796, 59.9083, 49.3964, 76.3217, 146.1643, 72.1734, 123.4585, 82.0061, 121.4949, 156.205, 61.8466, 76.3217, 121.0, 95.2575, 19.799, 123.0163, 49.3964, 55.3173, 61.6847, 34.2053, 82.5651, 49.98, 35.2278, 7.2801, 57.1402, 94.5569, 45.6946, 92.1954, 122.3315, 77.4919, 64.405, 97.2471, 140.8119, 20.8087, 3.1623, 103.0, 51.9711, 151.3473, 146.2395, 73.5527, 40.8534, 71.2811, 139.8642, 75.0067, 140.0893, 90.9065, 100.6231, 135.2072, 95.0474, 123.0691, 219.9386, 124.4548, 156.2594, 125.2078, 118.0678, 166.2919, 108.7566, 138.7516, 60.8276, 139.6066, 130.1461, 197.6866, 111.1261, 12.3693, 107.3546, 110.2225, 89.3197, 137.2662, 105.3945, 141.778, 138.9748, 202.7141, 110.1454, 129.2826, 92.6553, 95.8019, 118.8486, 88.3912, 112.8051, 104.1201, 67.6757, 76.2168, 121.3342, 79.0759, 120.9339, 70.1142, 138.5135, 71.3092, 60.0083, 108.9082, 75.8024, 104.3072, 97.9847, 128.1913, 55.1725, 27.5136, 81.1542, 50.1597, 84.0238
2, 315.3918, 378.4402, 291.5682, 235.9831, 229.1724, 186.8689, 249.6177, 229.8978, 136.8576, 146.4923, 70.8308, 78.5175, 153.4699, 165.469, 81.0555, 110.0273, 83.7735, 152.2268, 134.2609, 115.6936, 109.3709, 101.5529, 124.2578, 166.4121, 105.5462, 80.0, 165.469, 93.0484, 159.8124, 110.0, 207.6463, 171.3038, 125.064, 228.3265, 195.7601, 78.2304, 103.5809, 109.6038, 159.9062, 67.6757, 140.5774, 134.3019, 169.2572, 188.502, 121.2023, 62.6498, 140.3567, 81.4923, 65.7343, 146.4923, 157.5436, 215.5203, 92.6553, 120.4201, 70.6045, 184.8053, 191.1675, 108.3744, 119.6328, 166.7153, 146.0308, 39.8121, 73.1095, 125.004, 89.6772, 154.69, 67.0075, 139.6281, 165.0606, 207.3282, 72.8354, 139.3162, 101.6514, 71.2531, 112.681, 108.6646, 81.5414, 148.1891, 137.1313, 84.2912, 57.0, 124.8239, 128.5496, 184.9378, 85.5862, 34.9285, 90.802, 131.0267, 59.0, 118.0042, 185.5398, 158.619, 42.9418, 86.3771, 100.6231, 103.7545, 102.2008, 40.8534, 161.1366, 41.8688, 54.1295, 11.4018, 22.3607, 29.0689, 135.0037, 65.5134, 88.278, 44.1022, 102.9563, 20.1246, 113.0044, 81.8413, 18.6011, 94.0851, 49.163, 54.5894, 52.0384, 152.5418, 35.6931, 46.6154, 64.7765, 73.1642, 73.1642, 106.2121, 106.3297, 74.0608, 118.6634, 131.244, 146.9864, 100.3444, 135.4843, 107.3359, 162.7882, 112.0045, 145.2446, 190.1289, 6.7082, 158.8081, 78.4347, 100.1299, 114.7911, 59.5483, 123.0041, 151.1192, 219.4767, 128.5613, 167.2872, 82.0244, 126.1507, 81.0, 102.7862, 54.4518, 119.9208, 116.297, 97.2934, 58.8303, 141.4214, 132.28, 44.0114, 77.666, 139.9035, 121.0496, 64.405, 58.6686, 54.231, 111.7587, 20.8087, 93.6216, 82.134, 145.7738, 81.3449, 56.2228, 101.5135, 43.4166, 82.5651, 118.0889, 78.6384, 72.1388, 99.6092, 22.0227
